,address,name_x,distance_sch,name_y,distance_hawker,name_x,distance_cbd,name_y,distance_mrt
8918,50 TELOK BLANGAH DR,BLANGAH RISE PRIMARY SCHOOL,0.37508362178066096 km,100082,0.2648755787639936 km,city hall mrt,5.2083388747443236 km,TELOK BLANGAH MRT STATION,0.2620394116638828 km
8919,615B EDGEFIELD PLAINS,OASIS PRIMARY SCHOOL,0.16853259426907524 km,530209,5.605383153987877 km,city hall mrt,13.81265127203379 km,DAMAI LRT STATION,0.21931891246332758 km
8920,38 LOR 5 TOA PAYOH,PEI CHUN PUBLIC SCHOOL,0.23884070238714447 km,310075,0.22466619984796837 km,city hall mrt,4.695671003085007 km,TOA PAYOH MRT STATION,0.8724182568635671 km
8921,707 CHOA CHU KANG ST 53,KRANJI PRIMARY SCHOOL,0.3265670851435837 km,600347,5.285322767158874 km,city hall mrt,15.947534492304309 km,CHOA CHU KANG MRT STATION,0.6585343881134604 km
8922,216C COMPASSVALE DR,NAN CHIAU PRIMARY SCHOOL,0.3985205339683517 km,530209,3.590661683157162 km,city hall mrt,11.742627124863102 km,SENGKANG LRT STATION,0.1758586573679408 km
8923,760 JURONG WEST ST 74,WESTWOOD PRIMARY SCHOOL,0.2552333125687387 km,642221,1.516930143973599 km,city hall mrt,18.099995346964153 km,PIONEER MRT STATION,1.3386486691033797 km
8924,525 JURONG WEST ST 52,RULANG PRIMARY SCHOOL,0.2453243528831902 km,640505,0.3497940808843479 km,city hall mrt,16.31262435940809 km,LAKESIDE MRT STATION,0.6181748188058634 km
8925,286C TOH GUAN RD,CREST SECONDARY SCHOOL,0.5042403999453988 km,600254,0.9003225771633426 km,city hall mrt,13.065361560267585 km,JURONG EAST MRT STATION,0.6834317514357048 km
8926,555 JURONG WEST ST 42,HUA YI SECONDARY SCHOOL,0.3624753297756412 km,640505,0.44588521055972624 km,city hall mrt,16.327981959792037 km,LAKESIDE MRT STATION,1.067027335098833 km
8927,226 SIMEI ST 4,CHANGKAT CHANGI SECONDARY SCHOOL,0.5363636473666655 km,521137,1.4134684725399083 km,city hall mrt,12.850606774043557 km,SIMEI MRT STATION,0.4155336424245599 km
8928,137 YISHUN RING RD,AHMAD IBRAHIM PRIMARY SCHOOL,0.3259946073384701 km,760105,0.23984684817017757 km,city hall mrt,15.574624982652278 km,YISHUN MRT STATION,0.5987012817322096 km
8929,106 JLN DUSUN,CHIJ SECONDARY (TOA PAYOH),0.4637603364085862 km,310074,1.0403864307246093 km,city hall mrt,4.033040007318243 km,TOA PAYOH MRT STATION,0.5413202007939045 km
8930,115 JURONG EAST ST 13,FUHUA PRIMARY SCHOOL,0.36962093405969987 km,600254,0.4785282566172287 km,city hall mrt,14.022410239665417 km,CHINESE GARDEN MRT STATION,0.42758040152224575 km
8931,30 JLN BAHAGIA,BENDEMEER SECONDARY SCHOOL,0.34214420893508307 km,320090,0.45553977538893997 km,city hall mrt,3.6790372569673693 km,BOON KENG MRT STATION,0.8063565510987929 km
8932,23A QUEEN'S CL,NEW TOWN PRIMARY SCHOOL,0.592166499725279 km,140159,0.3727203237089771 km,city hall mrt,5.8847489022355886 km,QUEENSTOWN MRT STATION,0.6889484902210498 km
8933,682A WOODLANDS DR 62,GREENWOOD PRIMARY SCHOOL,0.16691183733546916 km,760105,2.922220377881861 km,city hall mrt,17.195538292102263 km,ADMIRALTY MRT STATION,0.25614843396588405 km
8934,865 WOODLANDS ST 83,EVERGREEN SECONDARY SCHOOL,0.1597069195684445 km,730021,1.7621373398353584 km,city hall mrt,17.671851312170084 km,WOODLANDS MRT STATION,0.7663867481810712 km
8935,120 PASIR RIS ST 11,LOYANG VIEW SECONDARY SCHOOL,0.2984292037353991 km,521137,2.6568931835081213 km,city hall mrt,13.997627299602694 km,PASIR RIS MRT STATION,0.8477973331424589 km
8936,305 UBI AVE 1,MAHA BODHI SCHOOL,0.1545795635874254 km,402004,1.0280123725066586 km,city hall mrt,6.848944045009012 km,UBI MRT STATION,0.34814889723175124 km
8937,631 HOUGANG AVE 8,XINMIN PRIMARY SCHOOL,0.19049035096730535 km,530209,1.3792350499532886 km,city hall mrt,9.180884919730394 km,HOUGANG MRT STATION,1.2087464897650209 km
8938,61 MARINE DR,TAO NAN SCHOOL,0.39527370102668197 km,440084,0.2828597302258753 km,city hall mrt,6.350794153229806 km,EUNOS MRT STATION,1.945133425021235 km
8939,32 JLN BT HO SWEE,ZHANGDE PRIMARY SCHOOL,0.44848539654535663 km,162022,0.11172253168862688 km,city hall mrt,2.7581906006917385 km,TIONG BAHRU MRT STATION,0.2062033233854334 km
8940,218 BISHAN ST 23,TOWNSVILLE PRIMARY SCHOOL,0.5756385522137548 km,560341,0.793811898381456 km,city hall mrt,7.075743872368781 km,BISHAN MRT STATION,0.6174039744242179 km
8941,321C ANCHORVALE DR,NAN CHIAU PRIMARY SCHOOL,0.18620836469975013 km,530209,3.537892159956284 km,city hall mrt,11.638531357707492 km,SENGKANG LRT STATION,0.4385244208609188 km
8942,476B CHOA CHU KANG AVE 5,CONCORD PRIMARY SCHOOL,0.35230399527232786 km,600347,3.5654560422213506 km,city hall mrt,15.82778336885346 km,SOUTH VIEW LRT STATION,0.9323047282429765 km
8943,660C JURONG WEST ST 64,JURONG WEST SECONDARY SCHOOL,0.23889463989830714 km,642221,1.4465496503191662 km,city hall mrt,17.257248441153614 km,BOON LAY MRT STATION,0.3401453858269092 km
8944,266 TOH GUAN RD,CREST SECONDARY SCHOOL,0.27407341643994537 km,600254,0.7724505515765894 km,city hall mrt,13.181832410534078 km,JURONG EAST MRT STATION,0.933282057174408 km
8945,243 YISHUN RING RD,NORTHLAND SECONDARY SCHOOL,0.2588042621628116 km,760105,1.406691944038875 km,city hall mrt,15.601970414389989 km,YISHUN MRT STATION,0.7712709358489019 km
8946,613 JURONG WEST ST 62,JURONG WEST PRIMARY SCHOOL,0.21804194337991123 km,642221,1.530376066859626 km,city hall mrt,17.682707423409905 km,PIONEER MRT STATION,0.44109661848879816 km
8947,420 WOODLANDS ST 41,FUCHUN SECONDARY SCHOOL,0.4423972910509949 km,738937,1.3170072541873563 km,city hall mrt,17.28808709586039 km,MARSILING MRT STATION,0.48668524718657397 km
8948,154 LOR 2 TOA PAYOH,CHIJ SECONDARY (TOA PAYOH),0.3348038257044927 km,310127,0.5497578779893598 km,city hall mrt,4.51866143193839 km,TOA PAYOH MRT STATION,0.16519892042543927 km
8949,613 CHOA CHU KANG ST 62,UNITY SECONDARY SCHOOL,0.1925029270327091 km,738937,5.100443339585357 km,city hall mrt,16.934328316586818 km,YEW TEE MRT STATION,0.48076902133712135 km
8950,468 JURONG WEST ST 41,SHUQUN PRIMARY SCHOOL,0.15052261678123463 km,640505,0.25943530569359463 km,city hall mrt,15.93465452554215 km,LAKESIDE MRT STATION,0.4750402556653302 km
8951,414 JURONG WEST ST 42,JURONGVILLE SECONDARY SCHOOL,0.36178764464612695 km,640505,0.91433644708541 km,city hall mrt,15.562765288367588 km,LAKESIDE MRT STATION,1.1011334691008914 km
8952,418 CLEMENTI AVE 1,NAN HUA HIGH SCHOOL,0.28047558043111265 km,120353,0.47265449476660865 km,city hall mrt,9.386264732569272 km,CLEMENTI MRT STATION,0.7424559024116152 km
8953,224 SERANGOON AVE 4,PEICAI SECONDARY SCHOOL,0.27126860623430527 km,555945,0.8025292046061929 km,city hall mrt,7.39094624726802 km,SERANGOON MRT STATION,0.7504217225578005 km
8954,212 BOON LAY PL,CORPORATION PRIMARY SCHOOL,0.6384373514848046 km,642221,0.3726902278038937 km,city hall mrt,16.728781475541886 km,LAKESIDE MRT STATION,1.0364876992612166 km
8955,192 BT BATOK WEST AVE 6,CREST SECONDARY SCHOOL,0.3641434402371711 km,600254,0.8184610794201271 km,city hall mrt,13.334919086198136 km,BUKIT BATOK MRT STATION,0.6559468188228922 km
8956,240 LOR 1 TOA PAYOH,BEATTY SECONDARY SCHOOL,0.18979200952756284 km,310093,0.30330736229447597 km,city hall mrt,5.304527848200253 km,BRADDELL MRT STATION,0.45136114115357223 km
8957,508 SERANGOON NTH AVE 4,ROSYTH SCHOOL,0.14299676219760643 km,557269,1.3285819397879783 km,city hall mrt,9.098788383016348 km,KOVAN MRT STATION,1.6532991491738311 km
8958,934 JURONG WEST ST 91,XINGNAN PRIMARY SCHOOL,0.09407660288059676 km,642221,2.7359409627098383 km,city hall mrt,19.032129913060103 km,PIONEER MRT STATION,1.0885662352313232 km
8959,475 PASIR RIS DR 6,HAI SING CATHOLIC SCHOOL,0.26203914489930247 km,521137,3.580335048758453 km,city hall mrt,14.770549795342976 km,PASIR RIS MRT STATION,0.9148262259913961 km
8960,39 JLN RUMAH TINGGI,BUKIT MERAH SECONDARY SCHOOL,0.50084578992518 km,150006,0.2853989492567281 km,city hall mrt,4.7614774095688555 km,REDHILL MRT STATION,0.7642791742015995 km
8961,359 TAMPINES ST 34,EAST SPRING SECONDARY SCHOOL,0.11735988828023777 km,521137,2.2210975920036637 km,city hall mrt,13.990639831695532 km,TAMPINES EAST MRT STATION,0.7840011443858363 km
8962,110 WOODLANDS ST 13,MARSILING SECONDARY SCHOOL,0.6284797412379188 km,730021,0.8433009755172329 km,city hall mrt,17.84147401572691 km,WOODLANDS MRT STATION,0.5537945758760785 km
8963,636 WOODLANDS RING RD,SPECTRA SECONDARY SCHOOL,0.15687858348576725 km,760105,2.8847659104903403 km,city hall mrt,16.8553005883718 km,ADMIRALTY MRT STATION,0.45292863327584243 km
8964,666B JURONG WEST ST 65,BOON LAY SECONDARY SCHOOL,0.3437413252440814 km,642221,1.4110224582652175 km,city hall mrt,17.5399119124033 km,BOON LAY MRT STATION,0.47416744602275646 km
8965,808 TAMPINES AVE 4,ST. HILDA'S PRIMARY SCHOOL,0.3783000157896845 km,521137,0.9630722639052565 km,city hall mrt,11.015833622681544 km,TAMPINES WEST MRT STATION,0.2841350630581915 km
8966,754 PASIR RIS ST 71,MERIDIAN PRIMARY SCHOOL,0.20460237428170217 km,521137,3.708814327266228 km,city hall mrt,13.001841683654098 km,PASIR RIS MRT STATION,1.74950916723122 km
8967,215 PETIR RD,BUKIT PANJANG PRIMARY SCHOOL,0.5734229298938573 km,588215,3.9469644318593757 km,city hall mrt,12.5871484574963 km,PENDING LRT STATION,0.35547848441129754 km
8968,642B PUNGGOL DR,WATERWAY PRIMARY SCHOOL,0.2701021396018939 km,530209,5.484922087555632 km,city hall mrt,13.634617589073386 km,KADALOOR LRT STATION,0.14560892920222052 km
8969,297 CHOA CHU KANG AVE 2,CHUA CHU KANG PRIMARY SCHOOL,0.07569587773974337 km,600347,3.680776340997249 km,city hall mrt,15.435948476522501 km,SOUTH VIEW LRT STATION,0.5199393748719946 km
8970,473 SEGAR RD,BEACON PRIMARY SCHOOL,0.5022070650537679 km,588215,5.4114856374269324 km,city hall mrt,13.827096426860736 km,SEGAR LRT STATION,0.2859341533375525 km
8971,702 WOODLANDS DR 40,EVERGREEN SECONDARY SCHOOL,0.26762077674909185 km,730021,2.1591386007851265 km,city hall mrt,17.61039238943609 km,ADMIRALTY MRT STATION,0.5187400066333165 km
8972,140 BT BATOK ST 11,MILLENNIA INSTITUTE,0.25652611164638855 km,600254,1.054055978599845 km,city hall mrt,13.686228763458198 km,BUKIT BATOK MRT STATION,0.6662909183901071 km
8973,172B EDGEDALE PLAINS,GREENDALE PRIMARY SCHOOL,0.10243531876988282 km,530209,4.962509104035571 km,city hall mrt,13.138259048008244 km,CORAL EDGE LRT STATION,0.21742401634250655 km
8974,374 HOUGANG ST 31,XINGHUA PRIMARY SCHOOL,0.5531544975071856 km,530209,0.5928864350291714 km,city hall mrt,8.773528983001032 km,KOVAN MRT STATION,0.609291396812062 km
8975,121 BEDOK RESERVOIR RD,TELOK KURAU PRIMARY SCHOOL,0.1086627967429965 km,470630,0.49464053455878515 km,city hall mrt,7.669190495664432 km,KAKI BUKIT MRT STATION,0.4402769281923435 km
8976,621 BT BATOK CTRL,HILLGROVE SECONDARY SCHOOL,0.5866331790114953 km,600254,1.395633873923072 km,city hall mrt,13.21841778213027 km,BUKIT BATOK MRT STATION,0.19181468978276875 km
8977,868B TAMPINES AVE 8,JUNYUAN SECONDARY SCHOOL,0.2775862071616056 km,521137,1.749699363806918 km,city hall mrt,11.332469782149756 km,TAMPINES MRT STATION,1.1298418621246238 km
8978,207A COMPASSVALE LANE,SENG KANG SECONDARY SCHOOL,0.15287735847656791 km,530209,3.1838161001810565 km,city hall mrt,11.389514515367335 km,RANGGUNG LRT STATION,0.1416287865078957 km
8979,193 RIVERVALE DR,CHIJ ST. JOSEPH'S CONVENT,0.22120410506688223 km,530209,4.201300312833873 km,city hall mrt,12.406954198118848 km,COMPASSVALE LRT STATION,0.17363996306331814 km
8980,723 PASIR RIS ST 72,TAMPINES MERIDIAN JUNIOR COLLEGE,0.48269708384797166 km,521137,4.005146571920462 km,city hall mrt,13.47394400552346 km,PASIR RIS MRT STATION,1.643975425972746 km
8981,12 UPP BOON KENG RD,BENDEMEER PRIMARY SCHOOL,0.9856268751430184 km,380017,0.19466503569708277 km,city hall mrt,3.053939078804577 km,KALLANG MRT STATION,0.33666539584764443 km
8982,524 JELAPANG RD,GREENRIDGE PRIMARY SCHOOL,0.216610048182125 km,588215,5.2839734606723106 km,city hall mrt,14.11908330829174 km,JELAPANG LRT STATION,0.16179151491461952 km
8983,111 LOR 3 GEYLANG,GEYLANG METHODIST SCHOOL (SECONDARY),1.1522028473630952 km,380017,0.3793426339457786 km,city hall mrt,3.186509745045789 km,KALLANG MRT STATION,0.2804733590330536 km
8984,456 HOUGANG AVE 10,PUNGGOL PRIMARY SCHOOL,0.12102902802091789 km,530209,2.2542916832756843 km,city hall mrt,10.462281814668764 km,BUANGKOK MRT STATION,0.6807997777507693 km
8985,773 BEDOK RESERVOIR VIEW,BEDOK GREEN SECONDARY SCHOOL,0.3355104839619558 km,460085,0.4985229133051265 km,city hall mrt,10.593624241561356 km,BEDOK RESERVOIR MRT STATION,0.5851802206335688 km
8986,539 WOODLANDS DR 16,INNOVA PRIMARY SCHOOL,0.1838410136943271 km,730021,2.337762805719023 km,city hall mrt,16.483076959272687 km,WOODLANDS SOUTH MRT STATION,0.26900387126931496 km
8987,261A PUNGGOL WAY,YUSOF ISHAK SECONDARY SCHOOL,0.13862207575394903 km,530209,5.321303820564668 km,city hall mrt,13.436648728204851 km,SOO TECK LRT STATION,0.09479353457728218 km
8988,718 TAMPINES ST 72,POI CHING SCHOOL,0.16218797302711557 km,521137,1.822534397380777 km,city hall mrt,11.778854847205272 km,TAMPINES MRT STATION,0.9436742501829396 km
8989,658D JURONG WEST ST 65,FRONTIER PRIMARY SCHOOL,0.14736485669472357 km,642221,1.6642611874122215 km,city hall mrt,17.59204808894461 km,PIONEER MRT STATION,0.38052367452245833 km
8990,13 EUNOS CRES,EUNOS PRIMARY SCHOOL,0.229273688439008 km,402004,0.27368084359047234 km,city hall mrt,6.5520635878168605 km,EUNOS MRT STATION,0.3228853882379114 km
8991,693 HOUGANG ST 61,YIO CHU KANG PRIMARY SCHOOL,0.2514448981119369 km,530209,1.9546859019476535 km,city hall mrt,10.045699114425853 km,HOUGANG MRT STATION,0.8033185453661271 km
8992,737 TAMPINES ST 72,POI CHING SCHOOL,0.1984622817740475 km,521137,1.910070381228194 km,city hall mrt,11.635086830193957 km,TAMPINES MRT STATION,1.0912851607174814 km
8993,736 YISHUN ST 72,JIEMIN PRIMARY SCHOOL,0.18027720895691304 km,760105,0.5255277874759501 km,city hall mrt,15.185866472459368 km,YISHUN MRT STATION,0.3748498725869186 km
8994,716 BEDOK RESERVOIR RD,DAMAI SECONDARY SCHOOL,0.2562868739309728 km,460538,0.639295434829125 km,city hall mrt,9.463159216288872 km,BEDOK RESERVOIR MRT STATION,0.8164803662520342 km
8995,131 JLN BT MERAH,ZHANGDE PRIMARY SCHOOL,0.5091186087915578 km,160112,0.2418267909514894 km,city hall mrt,3.0602472791604582 km,TIONG BAHRU MRT STATION,0.6762694673702139 km
8996,447 TAMPINES ST 42,GONGSHANG PRIMARY SCHOOL,0.1530775719909959 km,521137,1.4768766850556008 km,city hall mrt,13.01733780584988 km,TAMPINES EAST MRT STATION,0.47580443614935625 km
8997,437 WOODLANDS ST 41,FUCHUN SECONDARY SCHOOL,0.525302859399043 km,738937,1.4400111493452534 km,city hall mrt,17.170842341871513 km,MARSILING MRT STATION,0.6153846657953095 km
8998,39 JLN BAHAGIA,BENDEMEER SECONDARY SCHOOL,0.6108688924483762 km,320090,0.47342138558038294 km,city hall mrt,3.8084207432384742 km,BOON KENG MRT STATION,1.0614285503835563 km
8999,779 YISHUN AVE 2,NAVAL BASE SECONDARY SCHOOL,0.39251544765653634 km,760105,1.2036448682817444 km,city hall mrt,14.448099595510762 km,KHATIB MRT STATION,0.5274042874190349 km
9000,717B WOODLANDS DR 70,ADMIRALTY PRIMARY SCHOOL,0.21753124858651327 km,730021,2.3895087199574974 km,city hall mrt,17.48025567660813 km,ADMIRALTY MRT STATION,0.28671946834024253 km
9001,632C PUNGGOL DR,HORIZON PRIMARY SCHOOL,0.1678405011897089 km,530209,5.51504038746538 km,city hall mrt,13.705909708199053 km,OASIS LRT STATION,0.1455292715791083 km
9002,141 POTONG PASIR AVE 3,ST. ANDREW'S JUNIOR SCHOOL,0.3924221838553683 km,310022,1.172299002502852 km,city hall mrt,4.838877462734352 km,POTONG PASIR MRT STATION,0.345173951166354 km
9003,226 CHOA CHU KANG CTRL,SOUTH VIEW PRIMARY SCHOOL,0.12292257484646214 km,600347,4.231769669834369 km,city hall mrt,15.418892810525755 km,SOUTH VIEW LRT STATION,0.09531765969554863 km
9004,636A PUNGGOL DR,HORIZON PRIMARY SCHOOL,0.09896826934406434 km,530209,5.51034251281236 km,city hall mrt,13.691608164577522 km,OASIS LRT STATION,0.2643194250919279 km
9005,114 LENGKONG TIGA,ST. STEPHEN'S SCHOOL,0.7532086635079759 km,402004,0.9206294171264862 km,city hall mrt,7.412110618715754 km,KEMBANGAN MRT STATION,0.2517776860513179 km
9006,44 OWEN RD,FARRER PARK PRIMARY SCHOOL,0.3502110932960108 km,211041,0.07039097617704913 km,city hall mrt,2.5082795821485515 km,FARRER PARK MRT STATION,0.5474710930448219 km
9007,367 CORPORATION DR,LAKESIDE PRIMARY SCHOOL,0.13018089730211574 km,618499,0.4323624090130264 km,city hall mrt,15.653645993357358 km,LAKESIDE MRT STATION,0.7537072937522028 km
9008,110 JURONG EAST ST 13,FUHUA PRIMARY SCHOOL,0.2620349377603531 km,600254,0.5378481151971306 km,city hall mrt,13.91093525260926 km,CHINESE GARDEN MRT STATION,0.5551799121996179 km
9009,465 UPP SERANGOON RD,HOLY INNOCENTS' HIGH SCHOOL,0.07924711750011998 km,530209,1.870246311206517 km,city hall mrt,10.03483381476224 km,HOUGANG MRT STATION,0.5218717105367352 km
9010,412 YISHUN RING RD,NORTH VIEW PRIMARY SCHOOL,0.2592494000976562 km,760105,2.206212958602162 km,city hall mrt,14.674999759363283 km,YISHUN MRT STATION,1.399214159126666 km
9011,168 BT BATOK WEST AVE 8,BUKIT BATOK SECONDARY SCHOOL,0.1535149954403551 km,600254,0.5681037932316968 km,city hall mrt,13.76061009278391 km,BUKIT BATOK MRT STATION,0.9454847639782891 km
9012,89 TANGLIN HALT RD,NEW TOWN PRIMARY SCHOOL,0.21668210748405609 km,148813,0.1504192447675257 km,city hall mrt,6.041792590049199 km,COMMONWEALTH MRT STATION,0.15275322003737957 km
9013,745 WOODLANDS CIRCLE,EVERGREEN SECONDARY SCHOOL,0.17951781143279996 km,730021,2.055772220336748 km,city hall mrt,17.676578073268722 km,ADMIRALTY MRT STATION,0.6245030575189909 km
9014,251 BISHAN ST 22,EUNOIA JUNIOR COLLEGE,0.3219871859919066 km,560341,0.4835652235969512 km,city hall mrt,7.6840164364740495 km,ANG MO KIO MRT STATION,1.070457073232547 km
9015,131 LOR AH SOO,METHODIST GIRLS' SCHOOL (SECONDARY),0.21896105251346057 km,530105,0.4547579402714876 km,city hall mrt,7.515333347547143 km,KOVAN MRT STATION,0.9969094660590557 km
9016,305 CLEMENTI AVE 4,NAN HUA PRIMARY SCHOOL,0.6321834367645547 km,120448,0.9808284994253346 km,city hall mrt,10.158583405140298 km,CLEMENTI MRT STATION,0.7896329365901168 km
9017,160 MEI LING ST,QUEENSTOWN PRIMARY SCHOOL,0.5347161463694728 km,140159,0.19402938583225293 km,city hall mrt,5.382379181909501 km,QUEENSTOWN MRT STATION,0.35721391638724065 km
9018,113 C'WEALTH CRES,NEW TOWN PRIMARY SCHOOL,0.821105770641847 km,149644,0.2689195333454119 km,city hall mrt,6.268643337705953 km,COMMONWEALTH MRT STATION,0.47799060983733804 km
9019,326 CLEMENTI AVE 5,PEI TONG PRIMARY SCHOOL,0.2393062607266709 km,120448,0.23891307710936577 km,city hall mrt,9.886243750694018 km,CLEMENTI MRT STATION,0.12957100459881699 km
9020,545 BT PANJANG RING RD,WEST VIEW PRIMARY SCHOOL,0.4291365973754078 km,588215,4.863620062430941 km,city hall mrt,13.94310918575994 km,SENJA LRT STATION,0.17291657692680615 km
9021,136 BT BATOK WEST AVE 6,MILLENNIA INSTITUTE,0.36889251750453733 km,600254,1.1399493082725465 km,city hall mrt,13.594732876313376 km,BUKIT BATOK MRT STATION,0.5656465413587194 km
9022,363 BT BATOK ST 31,DAZHONG PRIMARY SCHOOL,0.23007764216486054 km,600254,2.3353148603148766 km,city hall mrt,13.726471519512057 km,BUKIT GOMBAK MRT STATION,0.3708698262130738 km
9023,729 YISHUN ST 71,JIEMIN PRIMARY SCHOOL,0.24131649272987316 km,760105,0.7556355881742811 km,city hall mrt,14.88161711030644 km,YISHUN MRT STATION,0.5488948198148597 km
9024,137 POTONG PASIR AVE 3,ST. ANDREW'S JUNIOR COLLEGE,0.2672857684339717 km,310022,0.9983284206811812 km,city hall mrt,4.7593745540781764 km,POTONG PASIR MRT STATION,0.4493984675861314 km
9025,779 PASIR RIS ST 71,TAMPINES MERIDIAN JUNIOR COLLEGE,0.2890249896954603 km,521137,3.243636558743328 km,city hall mrt,13.06732555603497 km,PASIR RIS MRT STATION,1.2475128997574016 km
9026,118 BEDOK NTH ST 2,RED SWASTIKA SCHOOL,0.46832373574697406 km,460085,0.22512727361183094 km,city hall mrt,10.317870961169227 km,BEDOK RESERVOIR MRT STATION,0.9003088237800934 km
9027,373 TAMPINES ST 34,EAST SPRING SECONDARY SCHOOL,0.20822111827778367 km,521137,1.9663639761745095 km,city hall mrt,13.723517984456427 km,TAMPINES EAST MRT STATION,0.4655781909955716 km
9028,308A PUNGGOL WALK,VALOUR PRIMARY SCHOOL,0.2370060647150992 km,530209,5.633578280995326 km,city hall mrt,13.792608314326694 km,SUMANG LRT STATION,0.2842546279776468 km
9029,320C ANCHORVALE DR,NAN CHIAU PRIMARY SCHOOL,0.10674645986952126 km,530209,3.60483964410068 km,city hall mrt,11.694193800933238 km,SENGKANG LRT STATION,0.4602897084194833 km
9030,583 WOODLANDS DR 16,WOODGROVE SECONDARY SCHOOL,0.2437016773153377 km,730021,2.5034517896505366 km,city hall mrt,16.48166661130078 km,WOODLANDS SOUTH MRT STATION,0.38263338884979137 km
9031,679 WOODLANDS AVE 6,GREENWOOD PRIMARY SCHOOL,0.30163027145334326 km,730021,2.794019089590207 km,city hall mrt,17.199836562088556 km,ADMIRALTY MRT STATION,0.1347635576091582 km
9032,440 TAMPINES ST 43,TAMPINES NORTH PRIMARY SCHOOL,0.323336148632111 km,521137,1.8760102156944825 km,city hall mrt,13.333752333448267 km,TAMPINES EAST MRT STATION,0.6099981933741065 km
9033,184 BISHAN ST 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,0.2860845573760515 km,310210,1.1199191494989478 km,city hall mrt,6.317188913954906 km,BISHAN MRT STATION,0.40094877427073367 km
9034,5 EVERTON PK,CANTONMENT PRIMARY SCHOOL,0.14524176624395693 km,81006,0.412733317901704 km,city hall mrt,2.3159702591349487 km,OUTRAM PARK MRT STATION,0.34082971901891984 km
9035,188C RIVERVALE DR,RIVERVALE PRIMARY SCHOOL,0.20223216826966356 km,530209,4.508110846539506 km,city hall mrt,12.716011277813045 km,RUMBIA LRT STATION,0.4340772370604756 km
9036,527B PASIR RIS ST 51,MERIDIAN SECONDARY SCHOOL,0.23892122602972563 km,521137,2.634300745014576 km,city hall mrt,13.520382497125013 km,PASIR RIS MRT STATION,0.47262125561892265 km
9037,621 ANG MO KIO AVE 9,ANDERSON PRIMARY SCHOOL,0.1585509194219142 km,560628,0.22574531187752028 km,city hall mrt,10.049802087287011 km,YIO CHU KANG MRT STATION,0.4961098168061031 km
9038,231 BISHAN ST 23,CATHOLIC HIGH SCHOOL,0.3038394500123342 km,560341,0.7657147860058053 km,city hall mrt,7.155414220229417 km,BISHAN MRT STATION,0.7568587070604564 km
9039,452 SIN MING AVE,AI TONG SCHOOL,0.42656930347056615 km,570320,1.088308179294491 km,city hall mrt,7.690052665664484 km,MARYMOUNT MRT STATION,1.5327796639679165 km
9040,354 CLEMENTI AVE 2,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",0.357019395658439 km,120353,0.09339681922488358 km,city hall mrt,9.376055063211911 km,CLEMENTI MRT STATION,0.6366681309179789 km
9041,145 YISHUN ST 11,AHMAD IBRAHIM PRIMARY SCHOOL,0.2828308686734822 km,760105,0.42750391233569796 km,city hall mrt,15.422239862705267 km,YISHUN MRT STATION,0.3829995106351877 km
9042,265 BT BATOK EAST AVE 4,KEMING PRIMARY SCHOOL,0.6242539445051564 km,588215,2.1425573665765083 km,city hall mrt,12.09582970643135 km,BUKIT BATOK MRT STATION,1.148317101319784 km
9043,434A FERNVALE RD,SENGKANG GREEN PRIMARY SCHOOL,0.20891934109383364 km,560527,3.4096936119207335 km,city hall mrt,11.523257597576132 km,FERNVALE LRT STATION,0.2751016896289179 km
9044,45 LOR 5 TOA PAYOH,PEI CHUN PUBLIC SCHOOL,0.2636109590985829 km,310075,0.09003707900176146 km,city hall mrt,4.748600928659462 km,TOA PAYOH MRT STATION,0.7825420750812558 km
9045,424D YISHUN AVE 11,NORTHBROOKS SECONDARY SCHOOL,0.5054614078085722 km,760105,2.546459999044274 km,city hall mrt,14.367771996417176 km,YISHUN MRT STATION,1.7431601882905383 km
9046,333 SEMBAWANG CL,SEMBAWANG SECONDARY SCHOOL,0.19123399889288467 km,760105,2.132223726153047 km,city hall mrt,17.503567217101512 km,SEMBAWANG MRT STATION,0.4641999551714786 km
9047,814 TAMPINES ST 81,ST. HILDA'S PRIMARY SCHOOL,0.2744771024681564 km,521137,0.9232059640133118 km,city hall mrt,11.110308273275999 km,TAMPINES WEST MRT STATION,0.2842709142201038 km
9048,157 YISHUN ST 11,YISHUN PRIMARY SCHOOL,0.1291666747287699 km,760105,0.6674526559849225 km,city hall mrt,15.537922211154466 km,YISHUN MRT STATION,0.32321516372363757 km
9049,203 BOON LAY DR,BOON LAY GARDEN PRIMARY SCHOOL,0.28487758251222073 km,642221,0.3390233597402827 km,city hall mrt,16.256393201529416 km,LAKESIDE MRT STATION,0.5925197168530258 km
9050,155 SIMEI RD,CHANGKAT CHANGI SECONDARY SCHOOL,0.796870771997065 km,521137,1.5132174633690747 km,city hall mrt,13.074389617577161 km,UPPER CHANGI MRT STATION,0.4860151289406226 km
9051,270 TAMPINES ST 21,YUMIN PRIMARY SCHOOL,0.2740247190179369 km,521137,0.648282976178693 km,city hall mrt,12.391982626457148 km,TAMPINES MRT STATION,0.563957604803506 km
9052,535 HOUGANG ST 52,MONTFORT JUNIOR SCHOOL,0.3036558356099034 km,530209,1.9722839758683335 km,city hall mrt,10.135101429949291 km,HOUGANG MRT STATION,0.6211249198969568 km
